time,topic,Indicator,Rating_kW,Next_time,Duration_hr,Consumption_MJ
2020-06-12 20:40:16.534743,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 20:40:45.481988,0.008040901388888891,1.3923624844999998
2020-06-12 20:40:45.481988,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 20:41:14.130838,0.007958013888888891,0.0
2020-06-12 20:41:14.130838,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 20:41:43.120300,0.008052628333333334,1.1856689958
2020-06-12 20:41:43.120300,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 20:42:11.880032,0.007988814444444445,0.9692029684
2020-06-12 20:42:11.880032,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 20:42:40.514961,0.007954146944444445,0.0
2020-06-12 20:42:40.514961,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 20:43:38.123106,0.0160022625,2.7709517745000003
2020-06-12 20:43:38.123106,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 20:45:04.513860,0.023997431666666662,2.9113684098
2020-06-12 20:45:04.513860,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 20:45:33.405358,0.008025416111111112,1.3896810538000002
2020-06-12 20:45:33.405358,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 20:46:30.912295,0.01597414916666667,0.0
2020-06-12 20:46:30.912295,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 20:46:59.709517,0.007999228333333334,0.9704663814000002
2020-06-12 20:46:59.709517,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 20:47:28.565457,0.008015538888888889,1.180207946
2020-06-12 20:47:28.565457,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 20:47:57.465042,0.008027662500000001,0.0
2020-06-12 20:47:57.465042,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 20:48:26.111454,0.007957336666666667,1.3778924172
2020-06-12 20:48:26.111454,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 20:48:54.958409,0.008013043055555556,0.9721423835000002
2020-06-12 20:48:54.958409,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 20:49:23.734920,0.007993475277777778,0.7625775415
2020-06-12 20:49:23.734920,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 20:51:47.700597,0.039990465833333336,0.0
2020-06-12 20:51:47.700597,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 20:52:16.491476,0.00799746638888889,0.9702526223000002
2020-06-12 20:52:16.491476,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 20:53:14.155263,0.016017718611111113,0.0
2020-06-12 20:53:14.155263,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 20:53:42.996237,0.00801138166666667,0.7642858110000001
2020-06-12 20:53:42.996237,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 20:54:40.490428,0.01597060861111111,0.0
2020-06-12 20:54:40.490428,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 20:55:09.428349,0.008038311388888891,1.1835609689
2020-06-12 20:55:09.428349,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 20:56:06.968746,0.015983443611111113,0.0
2020-06-12 20:56:06.968746,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 20:56:35.678852,0.007975029444444445,1.1742433354
2020-06-12 20:56:35.678852,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 20:57:04.480742,0.008000525,1.3853709090000002
2020-06-12 20:57:04.480742,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 20:57:33.337076,0.008015648333333333,0.0
2020-06-12 20:57:33.337076,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 20:58:02.105907,0.007991341944444445,1.3837807711
2020-06-12 20:58:02.105907,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 20:58:30.862338,0.0079878975,0.0
2020-06-12 20:58:30.862338,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 20:58:59.699414,0.00801029888888889,0.9718094612000002
2020-06-12 20:58:59.699414,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 20:59:28.486362,0.007996374444444445,0.0
2020-06-12 20:59:28.486362,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 20:59:57.319445,0.008009189722222223,0.7640766995
2020-06-12 20:59:57.319445,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:02:20.407430,0.0397466625,0.0
2020-06-12 21:02:20.407430,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 21:02:48.917522,0.00791947,1.1660627628
2020-06-12 21:02:48.917522,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:03:46.567393,0.016013853055555558,0.0
2020-06-12 21:03:46.567393,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 21:04:15.284847,0.007977070555555556,1.3813095374000002
2020-06-12 21:04:15.284847,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:06:10.478478,0.03199823083333333,0.0
2020-06-12 21:06:10.478478,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 21:06:39.280196,0.008000477222222222,0.763245527
2020-06-12 21:06:39.280196,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:08:05.667033,0.02399634361111111,0.0
2020-06-12 21:08:05.667033,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 21:08:34.468768,0.008000481944444445,1.1779909615000002
2020-06-12 21:08:34.468768,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:09:32.251398,0.016050730555555556,0.0
2020-06-12 21:09:32.251398,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 21:10:00.887577,0.00795449416666667,0.9650392323000004
2020-06-12 21:10:00.887577,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:10:29.652673,0.007990304444444445,0.0
2020-06-12 21:10:29.652673,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 21:10:58.445713,0.007998066666666666,1.384945224
2020-06-12 21:10:58.445713,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:11:27.243385,0.007999353333333334,0.0
2020-06-12 21:11:27.243385,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 21:11:56.242598,0.008055336944444444,0.7684791445
2020-06-12 21:11:56.242598,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:12:53.648802,0.015946167777777773,0.0
2020-06-12 21:12:53.648802,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 21:13:22.437146,0.007996762222222224,0.9701671928000002
2020-06-12 21:13:22.437146,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:15:17.678047,0.03201136138888889,0.0
2020-06-12 21:15:17.678047,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 21:15:46.430742,0.007986859722222224,1.3830046295000002
2020-06-12 21:15:46.430742,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:16:44.212219,0.016050410277777778,0.0
2020-06-12 21:16:44.212219,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 21:17:12.832481,0.00795007277777778,0.7584369430000002
2020-06-12 21:17:12.832481,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 21:17:41.629807,0.007999257222222222,1.3851513806000002
2020-06-12 21:17:41.629807,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:18:39.239520,0.016002698055555556,0.0
2020-06-12 21:18:39.239520,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 21:19:08.155824,0.008032306666666671,1.3908742224
2020-06-12 21:19:08.155824,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 21:19:36.829578,0.00796493166666667,1.1727565386
2020-06-12 21:19:36.829578,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:20:05.828720,0.008055317222222223,0.0
2020-06-12 21:20:05.828720,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 21:20:34.420853,0.007942259166666667,0.9635548821000002
2020-06-12 21:20:34.420853,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:21:03.222709,0.008000515555555556,0.0
2020-06-12 21:21:03.222709,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 21:21:32.189148,0.008046233055555557,1.1847273551000002
2020-06-12 21:21:32.189148,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:24:24.800780,0.04794767555555556,0.0
2020-06-12 21:24:24.800780,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 21:25:22.482921,0.016022816944444445,2.7745109821
2020-06-12 21:25:22.482921,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 21:25:51.196242,0.0079759225,1.1743748289
2020-06-12 21:25:51.196242,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:27:21.638273,0.025122786388888887,0.0
2020-06-12 21:27:21.638273,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 21:27:33.465005,0.0032852033333333336,0.3985608684000001
2020-06-12 21:27:33.465005,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:29:57.518447,0.04001484500000002,0.0
2020-06-12 21:29:57.518447,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 21:30:26.038108,0.007922128055555555,0.7557710165000001
2020-06-12 21:30:26.038108,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:31:23.632809,0.015998528055555555,0.0
2020-06-12 21:31:23.632809,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 21:31:52.420365,0.007996543333333333,1.1774110404
2020-06-12 21:31:52.420365,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:32:21.246893,0.00800736888888889,0.0
2020-06-12 21:32:21.246893,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 21:32:50.030752,0.007995516388888891,0.7627722634999999
2020-06-12 21:32:50.030752,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 21:33:19.034381,0.008056563611111109,1.1862484261
2020-06-12 21:33:19.034381,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:34:45.234510,0.02394448027777778,0.0
2020-06-12 21:34:45.234510,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 21:35:14.008398,0.007992746666666668,0.7625080320000002
2020-06-12 21:35:14.008398,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 21:35:43.035803,0.008063168055555556,1.3962181805
2020-06-12 21:35:43.035803,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:38:35.581848,0.04792945694444445,0.0
2020-06-12 21:38:35.581848,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 21:39:04.386620,0.008001325555555557,1.3855095332000005
2020-06-12 21:39:04.386620,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:40:30.907688,0.02403363,0.0
2020-06-12 21:40:30.907688,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 21:40:59.580472,0.007964662222222222,0.9662728208
2020-06-12 21:40:59.580472,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:41:28.385147,0.008001298611111112,0.0
2020-06-12 21:41:28.385147,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 21:42:25.980735,0.015998774444444447,2.3556595492000003
2020-06-12 21:42:25.980735,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:42:54.895184,0.00803179138888889,0.0
2020-06-12 21:42:54.895184,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 21:43:23.594891,0.007972140833333334,0.9671801259
2020-06-12 21:43:23.594891,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:44:49.950259,0.023987602222222223,0.0
2020-06-12 21:44:49.950259,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 21:45:18.981732,0.008064298055555556,0.9783606401000002
2020-06-12 21:45:18.981732,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 21:46:16.390565,0.015946898055555554,2.7613648673
2020-06-12 21:46:16.390565,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:47:42.871084,0.02402236638888889,0.0
2020-06-12 21:47:42.871084,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 21:48:11.539766,0.00796352277777778,0.7597200730000001
2020-06-12 21:48:11.539766,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:50:35.532306,0.03999792777777778,0.0
2020-06-12 21:50:35.532306,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 21:51:04.336350,0.008001123333333334,0.7633071659999999
2020-06-12 21:51:04.336350,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:51:33.269817,0.008037074166666667,0.0
2020-06-12 21:51:33.269817,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 21:52:01.919967,0.007958375,1.171791135
2020-06-12 21:52:01.919967,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 21:52:30.925313,0.008057040555555556,0.7686416690000001
2020-06-12 21:52:30.925313,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:53:57.296994,0.023992133611111115,0.0
2020-06-12 21:53:57.296994,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 21:54:25.922645,0.007951569722222223,0.7585797515000001
2020-06-12 21:54:25.922645,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:54:54.885911,0.008045351666666667,0.0
2020-06-12 21:54:54.885911,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 21:55:23.508846,0.007950815277777778,1.1706780415
2020-06-12 21:55:23.508846,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:56:21.111080,0.016000620555555557,0.0
2020-06-12 21:56:21.111080,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 21:56:49.908512,0.007999286666666671,1.3851564792000002
2020-06-12 21:56:49.908512,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 21:59:14.205778,0.04008257388888889,0.0
2020-06-12 21:59:14.205778,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 21:59:43.046113,0.008011204166666671,0.9719192895000002
2020-06-12 21:59:43.046113,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:00:11.835087,0.007996937222222222,0.7629078109999999
2020-06-12 22:00:11.835087,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 22:00:40.792731,0.00804379,1.3928626763999998
2020-06-12 22:00:40.792731,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:04:30.978934,0.06394061194444445,0.0
2020-06-12 22:04:30.978934,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 22:04:59.770518,0.007997662222222222,1.3848751903999998
2020-06-12 22:04:59.770518,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:05:28.614790,0.008012297777777778,0.0
2020-06-12 22:05:28.614790,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 22:05:57.373267,0.007988465833333335,1.3832827437000002
2020-06-12 22:05:57.373267,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:06:26.159736,0.007996241388888891,0.0
2020-06-12 22:06:26.159736,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 22:06:55.116816,0.008043633333333333,1.184344572
2020-06-12 22:06:55.116816,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 22:07:23.751049,0.007953953611111111,1.3773066073000002
2020-06-12 22:07:23.751049,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:07:52.584757,0.008009363333333333,0.0
2020-06-12 22:07:52.584757,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 22:08:21.366198,0.007994844722222222,1.3843873121
2020-06-12 22:08:21.366198,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:11:14.391229,0.04806250861111112,0.0
2020-06-12 22:11:14.391229,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 22:12:11.741123,0.015930526111111114,2.345610664600001
2020-06-12 22:12:11.741123,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:12:40.552836,0.008003253611111111,0.7635103945000001
2020-06-12 22:12:40.552836,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:13:09.386501,0.008009351388888891,0.0
2020-06-12 22:13:09.386501,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:13:38.136616,0.007986143055555556,0.7618780475000001
2020-06-12 22:13:38.136616,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 22:14:06.941900,0.008001467777777778,0.9707380708
2020-06-12 22:14:06.941900,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:14:35.900355,0.008044015277777778,0.7673990575
2020-06-12 22:14:35.900355,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:15:04.564194,0.0079621775,0.0
2020-06-12 22:15:04.564194,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:15:33.335336,0.007991983888888889,0.7624352630000001
2020-06-12 22:15:33.335336,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 22:16:02.137701,0.008000656944444445,1.3853937565
2020-06-12 22:16:02.137701,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 22:16:31.011208,0.008020418611111111,1.1809264363
2020-06-12 22:16:31.011208,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:16:59.949493,0.0080384125,0.0
2020-06-12 22:16:59.949493,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:17:29.503774,0.0082095225,0.7831884465000001
2020-06-12 22:17:29.503774,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:18:26.108572,0.015723555,0.0
2020-06-12 22:18:26.108572,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 22:18:54.907471,0.007999694166666666,1.1778749691
2020-06-12 22:18:54.907471,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:19:23.712147,0.008001298888888888,0.7633239140000001
2020-06-12 22:19:23.712147,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 22:19:52.533891,0.00800604,0.9712927728000004
2020-06-12 22:19:52.533891,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:20:21.312706,0.007994115277777778,0.0
2020-06-12 22:20:21.312706,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:20:50.324082,0.008058715555555556,0.768801464
2020-06-12 22:20:50.324082,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:22:16.512221,0.023941149722222225,0.0
2020-06-12 22:22:16.512221,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 22:22:45.315858,0.008001010277777778,1.3854549397
2020-06-12 22:22:45.315858,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:23:14.304422,0.008052378888888889,0.768196946
2020-06-12 22:23:14.304422,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:24:11.688538,0.015940032222222227,0.0
2020-06-12 22:24:11.688538,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:24:40.548001,0.0080165175,0.7647757695
2020-06-12 22:24:40.548001,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:25:09.282415,0.007981781666666667,0.0
2020-06-12 22:25:09.282415,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 22:25:38.317125,0.008065197222222223,1.3965695510000002
2020-06-12 22:25:38.317125,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 22:26:06.877167,0.007933345000000001,0.9624734154000002
2020-06-12 22:26:06.877167,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:27:04.629823,0.016042404444444446,0.0
2020-06-12 22:27:04.629823,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:27:33.275479,0.007957126666666668,0.7591098840000001
2020-06-12 22:27:33.275479,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:28:02.290299,0.008059672222222222,0.0
2020-06-12 22:28:02.290299,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 22:29:27.459441,0.023658095,3.4834179078000003
2020-06-12 22:29:27.459441,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:30:24.926863,0.01596317277777778,0.0
2020-06-12 22:30:24.926863,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:30:53.725674,0.007999669722222222,0.7631684915000001
2020-06-12 22:30:53.725674,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:31:51.462829,0.01603809861111111,0.0
2020-06-12 22:31:51.462829,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 22:32:48.915831,0.015959167222222227,2.3498277818
2020-06-12 22:32:48.915831,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:35:12.914057,0.03999950722222223,0.0
2020-06-12 22:35:12.914057,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 22:35:41.733116,0.008005294166666668,1.1786995131000002
2020-06-12 22:35:41.733116,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 22:36:10.499461,0.007990651388888891,1.3836611945
2020-06-12 22:36:10.499461,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:39:03.415478,0.04803222694444445,0.0
2020-06-12 22:39:03.415478,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:39:32.089097,0.007964894166666667,0.7598509035000001
2020-06-12 22:39:32.089097,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:40:29.737403,0.016013418333333338,0.0
2020-06-12 22:40:29.737403,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 22:40:58.474822,0.007982616388888891,0.9684510203
2020-06-12 22:40:58.474822,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:43:22.487015,0.040003386944444434,0.0
2020-06-12 22:43:22.487015,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:43:51.450583,0.008045435555555557,0.7675345520000001
2020-06-12 22:43:51.450583,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,4.0,48.1,2020-06-12 22:44:20.319427,0.008019123333333334,1.3885913964000005
2020-06-12 22:44:20.319427,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,3.0,40.9,2020-06-12 22:44:48.860064,0.007927954722222222,1.1673120532999999
2020-06-12 22:44:48.860064,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 22:45:17.775178,0.008031976111111111,0.9744393418
2020-06-12 22:45:17.775178,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:45:46.454719,0.007966539166666666,0.0
2020-06-12 22:45:46.454719,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,2.0,33.7,2020-06-12 22:46:15.391137,0.00803789388888889,0.9751572866000005
2020-06-12 22:46:15.391137,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,1.0,26.5,2020-06-12 22:46:44.063838,0.007964639166666667,0.7598265765000001
2020-06-12 22:46:44.063838,gogclpba/T_SKF/C003/NPB19F/RND/Level-Burner,0.0,0.0,2020-06-12 22:47:41.650154,0.01599619888888889,0.0
